0,1,2,3
2010-10-12,2.27,0.00%,0
2010-10-13,2.27,0.00%,0
2010-10-14,2.28,0.44%,0
2010-10-15,2.27,-0.44%,down
2010-10-16,2.27,-0.44%,down
2010-10-17,2.27,-0.44%,down
2010-10-18,2.26,-0.44%,down
2010-10-19,2.28,0.88%,0
2010-10-20,2.29,0.44%,0
2010-10-21,2.28,-0.44%,down
2010-10-22,2.28,0.00%,0
2010-10-23,2.28,-1.32%,down
2010-10-24,2.28,-1.32%,down
2010-10-25,2.25,-1.32%,down
2010-10-26,2.24,-0.44%,down
2010-10-27,2.24,0.00%,0
2010-10-28,2.24,0.00%,0
2010-10-29,2.26,0.89%,0
2010-10-30,2.26,-0.88%,down
2010-10-31,2.26,-0.88%,down
2010-11-01,2.24,-0.88%,down
2010-11-02,2.23,-0.45%,down
2010-11-03,2.24,0.45%,0
2010-11-04,2.24,0.00%,0
2010-11-05,2.24,0.00%,0
2010-11-06,2.24,0.00%,0
2010-11-07,2.24,0.00%,0
2010-11-08,2.24,0.00%,0
2010-11-09,2.27,1.34%,
2010-11-10,2.26,-0.44%,down
2010-11-11,2.24,-0.88%,down
2010-11-12,2.24,0.00%,0
2010-11-13,2.24,0.00%,0
2010-11-14,2.24,0.00%,0
2010-11-15,2.24,0.00%,0
2010-11-16,2.49,11.16%,
2010-11-17,2.5,0.40%,0
2010-11-18,2.5,0.00%,0
2010-11-19,2.5,0.00%,0
2010-11-20,2.5,0.40%,0
2010-11-21,2.5,0.40%,0
2010-11-22,2.51,0.40%,0
2010-11-23,2.52,0.40%,0
2010-11-24,2.54,0.79%,0
2010-11-25,2.5,-1.57%,down
2010-11-26,2.5,0.00%,0
2010-11-27,2.5,0.00%,0
2010-11-28,2.5,0.00%,0
2010-11-29,2.5,0.00%,0
2010-11-30,2.51,0.40%,0
2010-12-01,2.5,-0.40%,down
2010-12-02,2.5,0.00%,0
2010-12-03,2.5,0.00%,0
2010-12-04,2.5,0.00%,0
2010-12-05,2.5,0.00%,0
2010-12-06,2.5,0.00%,0
2010-12-07,2.52,0.80%,0
2010-12-08,2.52,0.00%,0
2010-12-09,2.51,-0.40%,down
2010-12-10,2.5,-0.40%,down
2010-12-11,2.5,0.00%,0
2010-12-12,2.5,0.00%,0
2010-12-13,2.5,0.00%,0
2010-12-14,2.49,-0.40%,down
2010-12-15,2.49,0.00%,0
2010-12-16,2.5,0.40%,0
2010-12-17,2.49,-0.40%,down
2010-12-18,2.49,0.40%,0
2010-12-19,2.49,0.40%,0
2010-12-20,2.5,0.40%,0
2010-12-21,2.52,0.80%,0
2010-12-22,2.53,0.40%,0
2010-12-23,2.5,-1.19%,down
2010-12-24,2.5,0.00%,0
2010-12-25,2.5,0.00%,0
2010-12-26,2.5,0.00%,0
2010-12-27,2.5,0.00%,0
2010-12-28,2.49,-0.40%,down
2010-12-29,2.49,0.00%,0
2010-12-30,2.49,0.00%,0
2010-12-31,2.51,0.80%,0
2011-01-01,2.51,-0.80%,down
2011-01-02,2.51,-0.80%,down
2011-01-03,2.49,-0.80%,down
2011-01-04,2.5,0.40%,0
2011-01-05,2.49,-0.40%,down
2011-01-06,2.49,0.00%,0
2011-01-07,2.49,0.00%,0
2011-01-08,2.49,0.00%,0
2011-01-09,2.49,0.00%,0
2011-01-10,2.49,0.00%,0
2011-01-11,2.5,0.40%,0
2011-01-12,2.5,0.00%,0
2011-01-13,2.74,9.60%,
2011-01-14,2.74,0.00%,0
2011-01-15,2.74,0.00%,0
2011-01-16,2.74,0.00%,0
2011-01-17,2.74,0.00%,0
2011-01-18,2.76,0.73%,0
2011-01-19,2.77,0.36%,0
2011-01-20,2.75,-0.72%,down
2011-01-21,2.75,0.00%,0
2011-01-22,2.75,0.00%,0
2011-01-23,2.75,0.00%,0
2011-01-24,2.75,0.00%,0
2011-01-25,2.75,0.00%,0
2011-01-26,2.74,-0.36%,down
2011-01-27,2.74,0.00%,0
2011-01-28,2.74,0.00%,0
2011-01-29,2.74,0.36%,0
2011-01-30,2.74,0.36%,0
2011-01-31,2.75,0.36%,0
2011-02-01,2.75,0.00%,0
2011-02-02,2.75,0.00%,0
2011-02-03,2.75,0.00%,0
2011-02-04,2.75,0.00%,0
2011-02-05,2.75,0.00%,0
2011-02-06,2.75,0.00%,0
2011-02-07,2.75,0.00%,0
2011-02-08,2.78,1.09%,
2011-02-09,2.77,-0.36%,down
2011-02-10,2.75,-0.72%,down
2011-02-11,2.75,0.00%,0
2011-02-12,2.75,0.00%,0
2011-02-13,2.75,0.00%,0
2011-02-14,2.75,0.00%,0
2011-02-15,2.74,-0.36%,down
2011-02-16,2.75,0.36%,0
2011-02-17,2.75,0.00%,0
2011-02-18,2.75,0.00%,0
2011-02-19,2.75,0.00%,0
2011-02-20,2.75,0.00%,0
2011-02-21,2.75,0.00%,0
2011-02-22,2.75,0.00%,0
2011-02-23,2.75,0.00%,0
2011-02-24,2.76,0.36%,0
2011-02-25,2.76,0.00%,0
2011-02-26,2.76,0.00%,0
2011-02-27,2.76,0.00%,0
2011-02-28,2.76,0.00%,0
2011-03-01,2.76,-0.36%,down
2011-03-02,2.75,-0.36%,down
2011-03-03,2.75,0.00%,0
2011-03-04,2.75,0.00%,0
2011-03-05,2.75,0.36%,0
2011-03-06,2.75,0.36%,0
2011-03-07,2.76,0.36%,0
2011-03-08,2.75,-0.36%,down
2011-03-09,2.75,0.00%,0
2011-03-10,2.99,8.73%,
2011-03-11,2.97,-0.67%,down
2011-03-12,2.97,-0.34%,down
2011-03-13,2.97,-0.34%,down
2011-03-14,2.96,-0.34%,down
2011-03-15,2.99,1.01%,
2011-03-16,3.0,0.33%,0
2011-03-17,2.99,-0.33%,down
2011-03-18,2.99,0.00%,0
2011-03-19,2.99,0.00%,0
2011-03-20,2.99,0.00%,0
2011-03-21,2.99,0.00%,0
2011-03-22,3.01,0.67%,0
2011-03-23,3.02,0.33%,0
2011-03-24,3.0,-0.66%,down
2011-03-25,2.99,-0.33%,down
2011-03-26,2.99,0.00%,0
2011-03-27,2.99,0.00%,0
2011-03-28,2.99,0.00%,0
2011-03-29,2.98,-0.33%,down
2011-03-30,2.98,0.00%,0
2011-03-31,2.98,0.00%,0
2011-04-01,2.98,0.00%,0
2011-04-02,2.98,0.34%,0
2011-04-03,2.98,0.34%,0
2011-04-04,2.99,0.34%,0
2011-04-05,3.03,1.34%,
2011-04-06,3.04,0.33%,0
2011-04-07,3.01,-0.99%,down
2011-04-08,3.01,0.00%,0
2011-04-09,3.01,0.00%,0
2011-04-10,3.01,0.00%,0
2011-04-11,3.01,0.00%,0
2011-04-12,3.0,-0.33%,down
2011-04-13,3.01,0.33%,0
2011-04-14,3.01,0.00%,0
2011-04-15,3.01,0.00%,0
2011-04-16,3.01,-0.33%,down
2011-04-17,3.01,-0.33%,down
2011-04-18,3.0,-0.33%,down
2011-04-19,3.03,1.00%,
2011-04-20,3.04,0.33%,0
2011-04-21,3.02,-0.66%,down
2011-04-22,3.02,0.00%,0
2011-04-23,3.02,0.00%,0
2011-04-24,3.02,0.00%,0
2011-04-25,3.02,0.00%,0
2011-04-26,3.02,0.00%,0
2011-04-27,3.01,-0.33%,down
2011-04-28,3.01,0.00%,0
2011-04-29,3.02,0.33%,0
2011-04-30,3.02,-0.33%,down
2011-05-01,3.02,-0.33%,down
2011-05-02,3.01,-0.33%,down
2011-05-03,3.01,0.00%,0
2011-05-04,3.01,0.00%,0
2011-05-05,3.01,0.00%,0
2011-05-06,3.01,0.00%,0
2011-05-07,3.01,1.33%,
2011-05-08,3.01,1.33%,
2011-05-09,3.05,1.33%,
2011-05-10,3.05,-0.66%,down
2011-05-11,3.03,-0.66%,down
2011-05-12,3.02,-0.33%,down
2011-05-13,3.02,0.00%,0
2011-05-14,3.02,0.33%,0
2011-05-15,3.02,0.33%,0
2011-05-16,3.03,0.33%,0
2011-05-17,3.03,0.00%,0
2011-05-18,3.03,0.00%,0
2011-05-19,3.02,-0.33%,down
2011-05-20,3.02,0.00%,0
2011-05-21,3.02,0.00%,0
2011-05-22,3.02,0.00%,0
2011-05-23,3.02,0.00%,0
2011-05-24,3.06,1.32%,
2011-05-25,3.05,-0.33%,down
2011-05-26,3.02,-0.98%,down
2011-05-27,3.03,0.33%,0
2011-05-28,3.03,0.00%,0
2011-05-29,3.03,0.00%,0
2011-05-30,3.03,0.00%,0
2011-05-31,3.03,0.00%,0
2011-06-01,3.02,-0.33%,down
2011-06-02,3.02,0.00%,0
2011-06-03,3.0,-0.66%,down
2011-06-04,3.0,1.33%,
2011-06-05,3.0,1.33%,
2011-06-06,3.0,1.33%,
2011-06-07,3.04,1.33%,
2011-06-08,3.01,-0.99%,down
2011-06-09,3.02,0.33%,0
2011-06-10,3.26,7.95%,
2011-06-11,3.26,0.00%,0
2011-06-12,3.26,0.00%,0
2011-06-13,3.26,0.00%,0
2011-06-14,3.27,0.31%,0
2011-06-15,3.26,-0.31%,down
2011-06-16,3.26,0.00%,0
2011-06-17,3.26,0.00%,0
2011-06-18,3.26,0.00%,0
2011-06-19,3.26,0.00%,0
2011-06-20,3.26,0.00%,0
2011-06-21,3.29,0.92%,0
2011-06-22,3.29,0.00%,0
2011-06-23,3.26,-0.91%,down
2011-06-24,3.26,0.00%,0
2011-06-25,3.26,0.00%,0
2011-06-26,3.26,0.00%,0
2011-06-27,3.26,0.00%,0
2011-06-28,3.26,0.00%,0
2011-06-29,3.26,0.00%,0
2011-06-30,3.28,0.61%,0
2011-07-01,3.26,-0.61%,down
2011-07-02,3.26,0.00%,0
2011-07-03,3.26,0.00%,0
2011-07-04,3.26,0.00%,0
2011-07-05,3.3,1.23%,
2011-07-06,3.27,-0.91%,down
2011-07-07,3.26,-0.31%,down
2011-07-08,3.26,0.00%,0
2011-07-09,3.26,0.00%,0
2011-07-10,3.26,0.00%,0
2011-07-11,3.26,0.00%,0
2011-07-12,3.26,0.00%,0
2011-07-13,3.26,0.00%,0
2011-07-14,3.27,0.31%,0
2011-07-15,3.26,-0.31%,down
2011-07-16,3.26,0.00%,0
2011-07-17,3.26,0.00%,0
2011-07-18,3.26,0.00%,0
2011-07-19,3.26,0.00%,0
2011-07-20,3.27,0.31%,0
2011-07-21,3.26,-0.31%,down
2011-07-22,3.26,0.00%,0
2011-07-23,3.26,0.00%,0
2011-07-24,3.26,0.00%,0
2011-07-25,3.26,0.00%,0
2011-07-26,3.26,0.00%,0
2011-07-27,3.26,0.00%,0
2011-07-28,3.26,0.00%,0
2011-07-29,3.27,0.31%,0
2011-07-30,3.27,-0.31%,down
2011-07-31,3.27,-0.31%,down
2011-08-01,3.26,-0.31%,down
2011-08-02,3.26,0.00%,0
2011-08-03,3.25,-0.31%,down
2011-08-04,3.25,0.00%,0
2011-08-05,3.26,0.31%,0
2011-08-06,3.26,-0.31%,down
2011-08-07,3.26,-0.31%,down
2011-08-08,3.25,-0.31%,down
2011-08-09,3.31,1.85%,
2011-08-10,3.29,-0.60%,down
2011-08-11,3.25,-1.22%,down
2011-08-12,3.24,-0.31%,down
2011-08-13,3.24,-0.62%,down
2011-08-14,3.24,-0.62%,down
2011-08-15,3.24,-0.62%,down
2011-08-16,3.22,-0.62%,down
2011-08-17,3.2,-0.62%,down
2011-08-18,3.22,0.63%,0
2011-08-19,3.23,0.31%,0
2011-08-20,3.23,-0.93%,down
2011-08-21,3.23,-0.93%,down
2011-08-22,3.2,-0.93%,down
2011-08-23,3.25,1.56%,
2011-08-24,3.26,0.31%,0
2011-08-25,3.26,0.00%,0
2011-08-26,3.26,0.00%,0
2011-08-27,3.26,0.00%,0
2011-08-28,3.26,0.00%,0
2011-08-29,3.26,0.00%,0
2011-08-30,3.26,0.00%,0
2011-08-31,3.27,0.31%,0
2011-09-01,3.26,-0.31%,down
2011-09-02,3.26,0.00%,0
2011-09-03,3.26,0.00%,0
2011-09-04,3.26,0.00%,0
2011-09-05,3.26,0.00%,0
2011-09-06,3.25,-0.31%,down
2011-09-07,3.23,-0.62%,down
2011-09-08,3.27,1.24%,
2011-09-09,3.25,-0.61%,down
2011-09-10,3.25,0.31%,0
2011-09-11,3.25,0.31%,0
2011-09-12,3.25,0.31%,0
2011-09-13,3.25,0.31%,0
2011-09-14,3.26,0.31%,0
2011-09-15,3.26,0.00%,0
2011-09-16,3.25,-0.31%,down
2011-09-17,3.25,-0.31%,down
2011-09-18,3.25,-0.31%,down
2011-09-19,3.24,-0.31%,down
2011-09-20,3.27,0.93%,0
2011-09-21,3.28,0.31%,0
2011-09-22,3.25,-0.91%,down
2011-09-23,3.23,-0.62%,down
2011-09-24,3.23,0.31%,0
2011-09-25,3.23,0.31%,0
2011-09-26,3.24,0.31%,0
2011-09-27,3.24,0.00%,0
2011-09-28,3.26,0.62%,0
2011-09-29,3.26,0.00%,0
2011-09-30,3.28,0.61%,0
2011-10-01,3.28,-0.91%,down
2011-10-02,3.28,-0.91%,down
2011-10-03,3.28,-0.91%,down
2011-10-04,3.25,-0.91%,down
2011-10-05,3.23,-0.62%,down
2011-10-06,3.25,0.62%,0
2011-10-07,3.25,0.00%,0
2011-10-08,3.25,0.00%,0
2011-10-09,3.25,0.00%,0
2011-10-10,3.25,0.00%,0
2011-10-11,3.24,-0.31%,down
2011-10-12,3.24,0.00%,0
2011-10-13,3.24,0.00%,0
2011-10-14,3.24,0.00%,0
2011-10-15,3.24,-0.62%,down
2011-10-16,3.24,-0.62%,down
2011-10-17,3.22,-0.62%,down
2011-10-18,3.27,1.55%,
2011-10-19,3.26,-0.31%,down
2011-10-20,3.25,-0.31%,down
2011-10-21,3.23,-0.62%,down
2011-10-22,3.23,0.31%,0
2011-10-23,3.23,0.31%,0
2011-10-24,3.24,0.31%,0
2011-10-25,3.24,0.00%,0
2011-10-26,3.23,-0.31%,down
2011-10-27,3.23,0.00%,0
2011-10-28,3.23,0.00%,0
2011-10-29,3.23,0.93%,0
2011-10-30,3.23,0.93%,0
2011-10-31,3.26,0.93%,0
2011-11-01,3.25,-0.31%,down
2011-11-02,3.25,0.00%,0
2011-11-03,3.25,0.00%,0
2011-11-04,3.25,0.00%,0
2011-11-05,3.25,0.31%,0
2011-11-06,3.25,0.31%,0
2011-11-07,3.26,0.31%,0
2011-11-08,3.27,0.31%,0
2011-11-09,3.28,0.31%,0
2011-11-10,3.26,-0.61%,down
2011-11-11,3.25,-0.31%,down
2011-11-12,3.25,0.00%,0
2011-11-13,3.25,0.00%,0
2011-11-14,3.25,0.00%,0
2011-11-15,3.26,0.31%,0
2011-11-16,3.26,0.00%,0
2011-11-17,3.26,0.00%,0
2011-11-18,3.26,0.00%,0
2011-11-19,3.26,0.00%,0
2011-11-20,3.26,0.00%,0
2011-11-21,3.26,0.00%,0
2011-11-22,3.27,0.31%,0
2011-11-23,3.26,-0.31%,down
2011-11-24,3.26,0.00%,0
2011-11-25,3.26,0.00%,0
2011-11-26,3.26,0.00%,0
2011-11-27,3.26,0.00%,0
2011-11-28,3.26,0.00%,0
2011-11-29,3.25,-0.31%,down
2011-11-30,3.27,0.62%,0
2011-12-01,3.26,-0.31%,down
2011-12-02,3.25,-0.31%,down
2011-12-03,3.25,0.00%,0
2011-12-04,3.25,0.00%,0
2011-12-05,3.25,0.00%,0
2011-12-06,3.27,0.62%,0
2011-12-07,3.26,-0.31%,down
2011-12-08,3.26,0.00%,0
2011-12-09,3.25,-0.31%,down
2011-12-10,3.25,0.31%,0
2011-12-11,3.25,0.31%,0
2011-12-12,3.26,0.31%,0
2011-12-13,3.26,0.00%,0
2011-12-14,3.25,-0.31%,down
2011-12-15,3.26,0.31%,0
2011-12-16,3.25,-0.31%,down
2011-12-17,3.25,0.31%,0
2011-12-18,3.25,0.31%,0
2011-12-19,3.26,0.31%,0
2011-12-20,3.28,0.61%,0
2011-12-21,3.3,0.61%,0
2011-12-22,3.26,-1.21%,down
2011-12-23,3.26,0.00%,0
2011-12-24,3.26,0.00%,0
2011-12-25,3.26,0.00%,0
2011-12-26,3.26,0.00%,0
2011-12-27,3.26,0.00%,0
2011-12-28,3.28,0.61%,0
2011-12-29,3.27,-0.30%,down
2011-12-30,3.29,0.61%,0
2011-12-31,3.29,-1.22%,down
2012-01-01,3.29,-1.22%,down
2012-01-02,3.25,-1.22%,down
2012-01-03,3.25,0.00%,0
2012-01-04,3.24,-0.31%,down
2012-01-05,3.25,0.31%,0
2012-01-06,3.25,0.00%,0
2012-01-07,3.25,0.00%,0
2012-01-08,3.25,0.00%,0
2012-01-09,3.25,0.00%,0
2012-01-10,3.28,0.92%,0
2012-01-11,3.28,0.00%,0
2012-01-12,3.25,-0.91%,down
2012-01-13,3.25,0.00%,0
2012-01-14,3.25,0.31%,0
2012-01-15,3.25,0.31%,0
2012-01-16,3.26,0.31%,0
2012-01-17,3.26,0.00%,0
2012-01-18,3.26,0.00%,0
2012-01-19,3.27,0.31%,0
2012-01-20,3.27,0.00%,0
2012-01-21,3.27,-1.22%,down
2012-01-22,3.27,-1.22%,down
2012-01-23,3.27,-1.22%,down
2012-01-24,3.27,-1.22%,down
2012-01-25,3.23,-1.22%,down
2012-01-26,3.26,0.93%,0
2012-01-27,3.26,0.00%,0
2012-01-28,3.26,0.31%,0
2012-01-29,3.26,0.31%,0
2012-01-30,3.27,0.31%,0
2012-01-31,3.27,0.00%,0
2012-02-01,3.26,-0.31%,down
2012-02-02,3.25,-0.31%,down
2012-02-03,3.25,0.00%,0
2012-02-04,3.25,-0.31%,down
2012-02-05,3.25,-0.31%,down
2012-02-06,3.24,-0.31%,down
2012-02-07,3.28,1.23%,
2012-02-08,3.27,-0.30%,down
2012-02-09,3.25,-0.61%,down
2012-02-10,3.25,0.00%,0
2012-02-11,3.25,0.00%,0
2012-02-12,3.25,0.00%,0
2012-02-13,3.25,0.00%,0
2012-02-14,3.25,0.00%,0
2012-02-15,3.25,0.00%,0
2012-02-16,3.25,0.00%,0
2012-02-17,3.25,0.00%,0
2012-02-18,3.25,0.31%,0
2012-02-19,3.25,0.31%,0
2012-02-20,3.26,0.31%,0
2012-02-21,3.25,-0.31%,down
2012-02-22,3.25,0.00%,0
2012-02-23,3.25,0.00%,0
2012-02-24,3.25,0.00%,0
2012-02-25,3.25,0.00%,0
2012-02-26,3.25,0.00%,0
2012-02-27,3.25,0.00%,0
2012-02-28,3.25,0.00%,0
2012-02-29,3.26,0.31%,0
2012-03-01,3.26,-0.31%,down
2012-03-02,3.25,-0.31%,down
2012-03-03,3.25,-0.31%,down
2012-03-04,3.25,-0.31%,down
2012-03-05,3.24,-0.31%,down
2012-03-06,3.25,0.31%,0
2012-03-07,3.22,-0.92%,down
2012-03-08,3.26,1.24%,
2012-03-09,3.25,-0.31%,down
2012-03-10,3.25,0.00%,0
2012-03-11,3.25,0.00%,0
2012-03-12,3.25,0.00%,0
2012-03-13,3.25,0.00%,0
2012-03-14,3.25,0.00%,0
2012-03-15,3.25,0.00%,0
2012-03-16,3.25,0.00%,0
2012-03-17,3.25,0.00%,0
2012-03-18,3.25,0.00%,0
2012-03-19,3.25,0.00%,0
2012-03-20,3.25,0.00%,0
2012-03-21,3.25,0.00%,0
2012-03-22,3.25,0.00%,0
2012-03-23,3.25,0.00%,0
2012-03-24,3.25,0.00%,0
2012-03-25,3.25,0.00%,0
2012-03-26,3.25,0.00%,0
2012-03-27,3.25,0.00%,0
2012-03-28,3.24,-0.31%,down
2012-03-29,3.23,-0.31%,down
2012-03-30,3.24,0.31%,0
2012-03-31,3.24,0.00%,0
2012-04-01,3.24,0.00%,0
2012-04-02,3.24,0.00%,0
2012-04-03,3.24,0.00%,0
2012-04-04,3.22,-0.62%,down
2012-04-05,3.24,0.62%,0
2012-04-06,3.27,0.93%,0
2012-04-07,3.27,-0.61%,down
2012-04-08,3.27,-0.61%,down
2012-04-09,3.25,-0.61%,down
2012-04-10,3.23,-0.62%,down
2012-04-11,3.23,0.31%,0
2012-04-12,3.24,0.31%,0
2012-04-13,3.24,0.00%,0
2012-04-14,3.24,0.00%,0
2012-04-15,3.24,0.00%,0
2012-04-16,3.24,0.00%,0
2012-04-17,3.24,0.00%,0
2012-04-18,3.24,0.00%,0
2012-04-19,3.24,0.00%,0
2012-04-20,3.25,0.31%,0
2012-04-21,3.25,0.00%,0
2012-04-22,3.25,0.00%,0
2012-04-23,3.25,0.00%,0
2012-04-24,3.26,0.31%,0
2012-04-25,3.26,0.00%,0
2012-04-26,3.26,0.00%,0
2012-04-27,3.26,0.00%,0
2012-04-28,3.26,0.00%,0
2012-04-29,3.26,0.00%,0
2012-04-30,3.26,0.00%,0
2012-05-01,3.26,-0.31%,down
2012-05-02,3.25,-0.31%,down
2012-05-03,3.25,0.00%,0
2012-05-04,3.24,-0.31%,down
2012-05-05,3.24,0.00%,0
2012-05-06,3.24,0.00%,0
2012-05-07,3.24,0.00%,0
2012-05-08,3.29,1.54%,
2012-05-09,3.28,-0.30%,down
2012-05-10,3.26,-0.61%,down
2012-05-11,3.25,-0.31%,down
2012-05-12,3.25,0.31%,0
2012-05-13,3.25,0.31%,0
2012-05-14,3.26,0.31%,0
2012-05-15,3.26,0.00%,0
2012-05-16,3.26,0.00%,0
2012-05-17,3.26,0.00%,0
2012-05-18,3.26,0.00%,0
2012-05-19,3.26,0.00%,0
2012-05-20,3.26,0.00%,0
2012-05-21,3.26,0.00%,0
2012-05-22,3.26,0.00%,0
2012-05-23,3.26,0.00%,0
2012-05-24,3.26,0.00%,0
2012-05-25,3.26,0.00%,0
2012-05-26,3.26,0.00%,0
2012-05-27,3.26,0.00%,0
2012-05-28,3.26,0.00%,0
2012-05-29,3.26,0.00%,0
2012-05-30,3.26,0.00%,0
2012-05-31,3.27,0.31%,0
2012-06-01,3.25,-0.61%,down
2012-06-02,3.25,0.62%,0
2012-06-03,3.25,0.62%,0
2012-06-04,3.27,0.62%,0
2012-06-05,3.27,0.00%,0
2012-06-06,3.27,-0.31%,down
2012-06-07,3.26,-0.31%,down
2012-06-08,3.26,0.00%,0
2012-06-09,3.26,0.00%,0
2012-06-10,3.26,0.00%,0
2012-06-11,3.26,0.00%,0
2012-06-12,3.26,0.00%,0
2012-06-13,3.26,0.00%,0
2012-06-14,3.26,0.00%,0
2012-06-15,3.26,0.00%,0
2012-06-16,3.26,0.00%,0
2012-06-17,3.26,0.00%,0
2012-06-18,3.26,0.00%,0
2012-06-19,3.25,-0.31%,down
2012-06-20,3.26,0.31%,0
2012-06-21,3.26,0.00%,0
2012-06-22,3.26,0.00%,0
2012-06-23,3.26,-0.31%,down
2012-06-24,3.26,-0.31%,down
2012-06-25,3.25,-0.31%,down
2012-06-26,3.25,0.00%,0
2012-06-27,3.24,-0.31%,down
2012-06-28,3.25,0.31%,0
2012-06-29,3.26,0.31%,0
2012-06-30,3.26,-0.31%,down
2012-07-01,3.26,-0.31%,down
2012-07-02,3.25,-0.31%,down
2012-07-03,3.25,0.00%,0
2012-07-04,3.25,0.00%,0
2012-07-05,3.25,0.00%,0
2012-07-06,3.25,0.00%,0
2012-07-07,3.25,0.00%,0
2012-07-08,3.25,0.00%,0
2012-07-09,3.25,0.00%,0
2012-07-10,3.29,1.23%,
2012-07-11,3.25,-1.22%,down
2012-07-12,3.0,-7.69%,down
2012-07-13,3.0,0.00%,0
2012-07-14,3.0,0.33%,0
2012-07-15,3.0,0.33%,0
2012-07-16,3.01,0.33%,0
2012-07-17,3.01,0.00%,0
2012-07-18,3.0,-0.33%,down
2012-07-19,3.01,0.33%,0
2012-07-20,3.0,-0.33%,down
2012-07-21,3.0,0.00%,0
2012-07-22,3.0,0.00%,0
2012-07-23,3.0,0.00%,0
2012-07-24,3.0,0.00%,0
2012-07-25,3.01,0.33%,0
2012-07-26,3.0,-0.33%,down
2012-07-27,3.0,0.00%,0
2012-07-28,3.0,0.00%,0
2012-07-29,3.0,0.00%,0
2012-07-30,3.0,0.00%,0
2012-07-31,3.02,0.67%,0
2012-08-01,3.0,-0.66%,down
2012-08-02,2.99,-0.33%,down
2012-08-03,3.0,0.33%,0
2012-08-04,3.0,-0.33%,down
2012-08-05,3.0,-0.33%,down
2012-08-06,2.99,-0.33%,down
2012-08-07,2.99,0.00%,0
2012-08-08,2.99,0.00%,0
2012-08-09,3.0,0.33%,0
2012-08-10,2.99,-0.33%,down
2012-08-11,2.99,0.00%,0
2012-08-12,2.99,0.00%,0
2012-08-13,2.99,0.00%,0
2012-08-14,3.0,0.33%,0
2012-08-15,3.0,0.00%,0
2012-08-16,3.0,0.00%,0
2012-08-17,2.99,-0.33%,down
2012-08-18,2.99,0.00%,0
2012-08-19,2.99,0.00%,0
2012-08-20,2.99,0.00%,0
2012-08-21,3.0,0.33%,0
2012-08-22,3.0,0.00%,0
2012-08-23,3.0,0.00%,0
2012-08-24,3.0,0.00%,0
2012-08-25,3.0,-0.33%,down
2012-08-26,3.0,-0.33%,down
2012-08-27,2.99,-0.33%,down
2012-08-28,3.0,0.33%,0
2012-08-29,3.0,0.00%,0
2012-08-30,3.0,0.00%,0
2012-08-31,3.01,0.33%,0
2012-09-01,3.01,-0.33%,down
2012-09-02,3.01,-0.33%,down
2012-09-03,3.0,-0.33%,down
2012-09-04,3.01,0.33%,0
2012-09-05,3.0,-0.33%,down
2012-09-06,3.0,0.00%,0
2012-09-07,3.01,0.33%,0
2012-09-08,3.01,-0.66%,down
2012-09-09,3.01,-0.66%,down
2012-09-10,2.99,-0.66%,down
2012-09-11,2.99,0.00%,0
2012-09-12,2.99,0.00%,0
2012-09-13,2.99,0.00%,0
2012-09-14,2.99,0.00%,0
2012-09-15,2.99,0.00%,0
2012-09-16,2.99,0.00%,0
2012-09-17,2.99,0.00%,0
2012-09-18,2.99,0.00%,0
2012-09-19,2.99,0.00%,0
2012-09-20,3.0,0.33%,0
2012-09-21,3.0,0.00%,0
2012-09-22,3.0,0.00%,0
2012-09-23,3.0,0.00%,0
2012-09-24,3.0,0.00%,0
2012-09-25,2.99,-0.33%,down
2012-09-26,2.99,0.00%,0
2012-09-27,2.99,0.00%,0
2012-09-28,3.01,0.67%,0
2012-09-29,3.01,-0.66%,down
2012-09-30,3.01,-0.66%,down
2012-10-01,3.01,-0.66%,down
2012-10-02,2.99,-0.66%,down
2012-10-03,2.99,0.67%,0
2012-10-04,3.01,0.67%,0
2012-10-05,3.0,-0.33%,down
2012-10-06,3.0,-0.33%,down
2012-10-07,3.0,-0.33%,down
2012-10-08,2.99,-0.33%,down
2012-10-09,3.0,0.33%,0
2012-10-10,3.03,1.00%,
2012-10-11,2.75,-9.24%,down
2012-10-12,2.75,0.00%,0
2012-10-13,2.75,0.00%,0
2012-10-14,2.75,0.00%,0
2012-10-15,2.75,0.00%,0
2012-10-16,2.75,0.00%,0
2012-10-17,2.75,0.00%,0
2012-10-18,2.75,0.00%,0
2012-10-19,2.75,0.00%,0
2012-10-20,2.75,-0.36%,down
2012-10-21,2.75,-0.36%,down
2012-10-22,2.74,-0.36%,down
2012-10-23,2.74,0.00%,0
2012-10-24,2.74,0.00%,0
2012-10-25,2.75,0.36%,0
2012-10-26,2.74,-0.36%,down
2012-10-27,2.74,0.00%,0
2012-10-28,2.74,0.00%,0
2012-10-29,2.74,0.00%,0
2012-10-30,2.74,0.00%,0
2012-10-31,2.75,0.36%,0
2012-11-01,2.75,0.00%,0
2012-11-02,2.75,0.00%,0
2012-11-03,2.75,0.00%,0
2012-11-04,2.75,0.00%,0
2012-11-05,2.75,0.00%,0
2012-11-06,2.76,0.36%,0
2012-11-07,2.76,0.00%,0
2012-11-08,2.75,-0.36%,down
2012-11-09,2.75,0.00%,0
2012-11-10,2.75,0.36%,0
2012-11-11,2.75,0.36%,0
2012-11-12,2.76,0.36%,0
2012-11-13,2.76,0.00%,0
2012-11-14,2.76,0.00%,0
2012-11-15,2.76,0.00%,0
2012-11-16,2.75,-0.36%,down
