0,1,2,3
2005-07-10,3.12,2.88%,
2005-07-11,3.21,2.88%,
2005-07-12,3.21,0.00%,0
2005-07-13,3.27,1.87%,
2005-07-14,3.27,0.00%,0
2005-07-15,3.26,-0.31%,down
2005-07-16,3.26,0.00%,0
2005-07-17,3.26,0.00%,0
2005-07-18,3.26,0.00%,0
2005-07-19,3.27,0.31%,0
2005-07-20,3.27,0.00%,0
2005-07-21,3.21,-1.83%,down
2005-07-22,3.29,2.49%,
2005-07-23,3.29,-0.30%,down
2005-07-24,3.29,-0.30%,down
2005-07-25,3.28,-0.30%,down
2005-07-26,3.27,-0.30%,down
2005-07-27,3.27,0.00%,0
2005-07-28,3.28,0.31%,0
2005-07-29,3.27,-0.30%,down
2005-07-30,3.27,0.00%,0
2005-07-31,3.27,0.00%,0
2005-08-01,3.27,0.00%,0
2005-08-02,3.27,0.00%,0
2005-08-03,3.27,0.00%,0
2005-08-04,3.27,0.00%,0
2005-08-05,3.23,-1.22%,down
2005-08-06,3.23,0.93%,0
2005-08-07,3.23,0.93%,0
2005-08-08,3.26,0.93%,0
2005-08-09,3.26,0.00%,0
2005-08-10,3.26,0.00%,0
2005-08-11,3.26,0.00%,0
2005-08-12,3.25,-0.31%,down
2005-08-13,3.25,-0.31%,down
2005-08-14,3.25,-0.31%,down
2005-08-15,3.25,-0.31%,down
2005-08-16,3.24,-0.31%,down
2005-08-17,3.24,0.00%,0
2005-08-18,3.24,0.00%,0
2005-08-19,3.21,-0.93%,down
2005-08-20,3.21,-0.62%,down
2005-08-21,3.21,-0.62%,down
2005-08-22,3.19,-0.62%,down
2005-08-23,3.24,1.57%,
2005-08-24,3.24,0.00%,0
2005-08-25,3.24,0.00%,0
2005-08-26,3.23,-0.31%,down
2005-08-27,3.23,0.31%,0
2005-08-28,3.23,0.31%,0
2005-08-29,3.24,0.31%,0
2005-08-30,3.24,0.00%,0
2005-08-31,3.25,0.31%,0
2005-09-01,3.25,0.00%,0
2005-09-02,3.25,0.00%,0
2005-09-03,3.25,0.00%,0
2005-09-04,3.25,0.00%,0
2005-09-05,3.25,0.00%,0
2005-09-06,3.22,-0.92%,down
2005-09-07,3.2,-0.62%,down
2005-09-08,3.24,1.25%,
2005-09-09,3.23,-0.31%,down
2005-09-10,3.23,0.00%,0
2005-09-11,3.23,0.00%,0
2005-09-12,3.23,0.00%,0
2005-09-13,3.24,0.31%,0
2005-09-14,3.24,0.00%,0
2005-09-15,3.25,0.31%,0
2005-09-16,3.24,-0.31%,down
2005-09-17,3.24,0.00%,0
2005-09-18,3.24,0.00%,0
2005-09-19,3.24,0.00%,0
2005-09-20,3.24,0.00%,0
2005-09-21,3.2,-1.23%,down
2005-09-22,3.22,0.63%,0
2005-09-23,3.25,0.93%,0
2005-09-24,3.25,0.00%,0
2005-09-25,3.25,0.00%,0
2005-09-26,3.25,0.00%,0
2005-09-27,3.24,-0.31%,down
2005-09-28,3.25,0.31%,0
2005-09-29,3.26,0.31%,0
2005-09-30,3.28,0.61%,0
2005-10-01,3.28,-0.61%,down
2005-10-02,3.28,-0.61%,down
2005-10-03,3.28,-0.61%,down
2005-10-04,3.26,-0.61%,down
2005-10-05,3.25,-0.31%,down
2005-10-06,3.19,-1.85%,down
2005-10-07,3.19,0.00%,0
2005-10-08,3.19,2.19%,
2005-10-09,3.19,2.19%,
2005-10-10,3.26,2.19%,
2005-10-11,3.5,7.36%,
2005-10-12,3.5,0.00%,0
2005-10-13,3.49,-0.29%,down
2005-10-14,3.49,0.00%,0
2005-10-15,3.49,0.29%,0
2005-10-16,3.49,0.29%,0
2005-10-17,3.5,0.29%,0
2005-10-18,3.49,-0.29%,down
2005-10-19,3.49,0.00%,0
2005-10-20,3.47,-0.57%,down
2005-10-21,3.47,0.00%,0
2005-10-22,3.47,0.58%,0
2005-10-23,3.47,0.58%,0
2005-10-24,3.49,0.58%,0
2005-10-25,3.5,0.29%,0
2005-10-26,3.5,0.00%,0
2005-10-27,3.49,-0.29%,down
2005-10-28,3.49,0.00%,0
2005-10-29,3.49,0.57%,0
2005-10-30,3.49,0.57%,0
2005-10-31,3.51,0.57%,0
2005-11-01,3.51,0.00%,0
2005-11-02,3.5,-0.28%,down
2005-11-03,3.5,0.00%,0
2005-11-04,3.45,-1.43%,down
2005-11-05,3.45,2.03%,
2005-11-06,3.45,2.03%,
2005-11-07,3.52,2.03%,
2005-11-08,3.49,-0.85%,down
2005-11-09,3.49,0.00%,0
2005-11-10,3.49,0.00%,0
2005-11-11,3.49,0.00%,0
2005-11-12,3.49,0.00%,0
2005-11-13,3.49,0.00%,0
2005-11-14,3.49,0.00%,0
2005-11-15,3.49,0.00%,0
2005-11-16,3.49,0.00%,0
2005-11-17,3.49,0.00%,0
2005-11-18,3.49,0.00%,0
2005-11-19,3.49,-1.43%,down
